"","geo_value","time_value","visits","admits","chngVisits","covidChngVisits","gsymptoms","cases"
"1006","06059",2020-07-09,10.061004,7.228275,8.758292,1.224413,0.692857142857143,1292
"1008","06065",2020-07-09,5.961685,5.813166,8.306943,0.904597,0.824285714285714,1377
"1009","06067",2020-07-09,3.205336,3.241259,2.726081,0.484609,0.434285714285714,156
"1011","06071",2020-07-09,4.187967,6.267349,5.872589,1.079795,0.798571428571429,828
"1012","06073",2020-07-09,6.442757,4.399084,4.591604,0.566649,0.444285714285714,560
"1013","06075",2020-07-09,8.512766,0.739617,17.630633,0.398793,0.255714285714286,74
"1014","06077",2020-07-09,6.199375,1.371642,7.089904,1.321956,0.421428571428571,248
"1016","06081",2020-07-09,5.768436,0.406555,3.057096,0.458589,0.212857142857143,44
"1018","06085",2020-07-09,5.429954,0.087394,4.386822,0.605417,0.277142857142857,126
"1026","06111",2020-07-09,5.638433,7.636712,11.490054,0.519909,0.331428571428571,235
"1029","06001",2020-07-08,6.838412,4.325314,9.318971,0.83716,0.28,358
"1034","06013",2020-07-08,8.285097,5.430277,10.961462,0.870342,0.402857142857143,149
"1036","06019",2020-07-08,11.575364,2.305445,14.894758,1.284949,0.67,0
"1039","06029",2020-07-08,9.582593,11.238282,10.574024,2.227987,1.07285714285714,216
"1041","06037",2020-07-08,9.396382,6.080375,10.796642,0.959267,0.531428571428571,2465
"1049","06059",2020-07-08,11.751517,7.395164,9.130811,1.365264,0.702857142857143,1333
"1051","06065",2020-07-08,6.822024,5.131708,7.626334,0.855588,0.822857142857143,856
"1052","06067",2020-07-08,3.442206,2.961089,2.56732,0.493736,0.425714285714286,210
"1054","06071",2020-07-08,4.537252,6.531564,5.712108,1.084302,0.8,654
"1055","06073",2020-07-08,7.19422,3.661931,4.61388,0.577032,0.422857142857143,264
"1056","06075",2020-07-08,9.114989,0.572273,17.593543,0.4133,0.24,51
"1057","06077",2020-07-08,6.132415,0.845126,7.020484,1.200583,0.43,217
"1059","06081",2020-07-08,6.412909,0.51596,3.037343,0.203699,0.217142857142857,51
"1061","06085",2020-07-08,5.830007,0.126877,4.584918,0.507608,0.257142857142857,74
"1069","06111",2020-07-08,5.823535,7.349665,11.842024,0.464603,0.317142857142857,0
"1072","06001",2020-07-07,7.703975,4.420864,8.875651,0.881735,0.264285714285714,0
"1077","06013",2020-07-07,9.39177,5.849464,10.581116,0.804551,0.381428571428571,214
"1079","06019",2020-07-07,11.699544,2.795449,14.978984,1.232774,0.661428571428571,325
"1082","06029",2020-07-07,9.898435,10.08481,10.161662,2.471155,1.03571428571429,174
"1085","06037",2020-07-07,10.425466,6.242487,10.867881,0.982577,0.522857142857143,3969
"1093","06059",2020-07-07,13.58986,7.073129,9.626349,1.445604,0.698571428571428,1010
"1095","06065",2020-07-07,7.528936,4.48524,7.039867,0.84175,0.824285714285714,546
"1096","06067",2020-07-07,3.752062,2.47507,2.677122,0.516673,0.411428571428571,171
"1098","06071",2020-07-07,5.080237,6.849222,5.768795,0.968403,0.792857142857143,587
"1099","06073",2020-07-07,8.083871,2.903043,4.626549,0.586158,0.414285714285714,578
"1100","06075",2020-07-07,9.437076,0.507665,17.687352,0.46551,0.231428571428571,28
"1101","06077",2020-07-07,6.517126,0.397975,7.013574,1.234973,0.424285714285714,1126
"1103","06081",2020-07-07,6.90169,0.690616,3.028921,0.201633,0.19,93
"1105","06085",2020-07-07,6.245141,0.265694,4.167288,0.448836,0.235714285714286,70
"1113","06111",2020-07-07,6.483992,6.669116,12.46391,0.529932,0.285714285714286,69
"1116","06001",2020-07-06,8.312493,4.437993,8.454058,0.881859,0.26,32
"1121","06013",2020-07-06,10.11959,6.008738,11.151589,0.788126,0.365714285714286,216
"1123","06019",2020-07-06,10.992967,3.287794,14.796461,1.145824,0.618571428571429,489
"1126","06029",2020-07-06,9.022246,8.612154,9.662475,2.513038,0.995714285714286,239
"1128","06037",2020-07-06,11.752074,5.657616,11.309815,0.995263,0.518571428571429,8903
"1136","06059",2020-07-06,15.899402,6.71534,10.391891,1.570337,0.698571428571429,1028
"1138","06065",2020-07-06,8.572373,4.128396,7.161739,0.923205,0.83,1105
"1139","06067",2020-07-06,4.127533,2.123978,2.791571,0.506783,0.407142857142857,836
"1141","06071",2020-07-06,5.386638,7.184948,5.885445,0.927751,0.822857142857143,423
"1142","06073",2020-07-06,9.009793,1.942434,4.59071,0.622781,0.408571428571429,274
"1143","06075",2020-07-06,9.263603,0.508164,18.896451,0.492229,0.23,216
"1144","06077",2020-07-06,7.140861,0.513205,7.221396,1.2302,0.408571428571429,0
"1146","06081",2020-07-06,7.37935,0.946399,3.337562,0.118518,0.212857142857143,63
"1148","06085",2020-07-06,6.505481,0.470144,4.368172,0.389164,0.227142857142857,135
"1156","06111",2020-07-06,6.325406,5.75012,12.476814,0.51735,0.26,549
"1159","06001",2020-07-05,7.429416,4.191711,8.223368,0.815649,0.245714285714286,299
"1164","06013",2020-07-05,8.454255,5.870272,10.859786,0.715723,0.315714285714286,98
"1166","06019",2020-07-05,10.040516,4.026648,14.40166,1.008278,0.581428571428571,0
"1169","06029",2020-07-05,8.144179,7.77283,9.62882,2.498329,0.984285714285714,0
"1171","06037",2020-07-05,10.56218,5.429779,10.975902,0.966456,0.501428571428571,0
"1179","06059",2020-07-05,13.493781,6.344616,9.924516,1.473275,0.697142857142857,663
"1181","06065",2020-07-05,8.082326,3.987878,7.462217,0.896611,0.817142857142857,0
"1182","06067",2020-07-05,3.589481,1.721668,2.688151,0.483712,0.388571428571429,0
"1184","06071",2020-07-05,5.044244,7.068064,5.95579,0.887486,0.812857142857143,1246
"1185","06073",2020-07-05,8.12625,1.675415,4.434116,0.575925,0.392857142857143,1030
"1186","06075",2020-07-05,7.338614,0.559247,18.376956,0.501118,0.238571428571429,0
"1187","06077",2020-07-05,7.093005,0.732702,6.864854,1.118103,0.39,0
"1189","06081",2020-07-05,6.649005,1.336644,3.469831,0.125925,0.188571428571429,0
"1191","06085",2020-07-05,5.055565,0.656428,4.247676,0.358546,0.211428571428571,196
"1199","06111",2020-07-05,5.570768,4.975687,11.70315,0.472131,0.25,0
"1202","06001",2020-07-04,6.363754,3.775578,8.73478,0.831073,0.242857142857143,84
"1207","06013",2020-07-04,6.64537,5.522085,10.822151,0.664164,0.28,132
"1209","06019",2020-07-04,9.370862,4.388152,14.690946,0.952712,0.587142857142857,259
"1212","06029",2020-07-04,7.323345,7.09146,9.616452,2.460758,0.962857142857143,30
"1215","06037",2020-07-04,8.972892,5.548945,11.057371,0.967839,0.49,0
"1223","06059",2020-07-04,10.296606,6.025759,9.777107,1.380841,0.691428571428571,413
"1225","06065",2020-07-04,6.938852,3.989778,7.974695,0.873964,0.798571428571429,0
"1226","06067",2020-07-04,3.07131,1.332879,2.735642,0.445633,0.388571428571429,0
"1228","06071",2020-07-04,4.669865,6.712173,6.147782,0.857727,0.791428571428571,0
"1229","06073",2020-07-04,6.855551,1.49401,4.351003,0.539017,0.394285714285714,0
"1230","06075",2020-07-04,7.244185,0.594265,18.650627,0.490104,0.245714285714286,0
"1231","06077",2020-07-04,6.896794,0.989802,6.632104,1.037595,0.395714285714286,0
"1233","06081",2020-07-04,6.305459,1.751655,3.605814,0.131023,0.184285714285714,95
"1235","06085",2020-07-04,4.446348,0.851998,4.312935,0.345873,0.198571428571429,228
"1243","06111",2020-07-04,4.969247,3.943208,11.699741,0.399025,0.262857142857143,0
"1247","06001",2020-07-03,5.167833,3.133112,8.432888,0.663733,0.245714285714286,88
"1252","06013",2020-07-03,4.764417,5.023413,9.379504,0.543068,0.281428571428571,106
"1254","06019",2020-07-03,8.630794,4.685979,13.771308,0.864497,0.584285714285714,225
"1257","06029",2020-07-03,6.497229,6.550779,9.082669,2.023279,0.915714285714286,161
"1260","06037",2020-07-03,7.667538,5.664347,10.379301,0.945854,0.484285714285714,0
"1268","06059",2020-07-03,8.533832,5.900717,8.864767,1.227394,0.69,713
"1270","06065",2020-07-03,5.351439,4.087435,7.647285,0.73623,0.791428571428572,730
"1271","06067",2020-07-03,2.934172,0.902703,2.52206,0.435693,0.364285714285714,0
"1273","06071",2020-07-03,4.092334,6.412017,5.896551,0.802951,0.788571428571428,524
"1274","06073",2020-07-03,5.683796,1.342142,3.882088,0.484561,0.395714285714286,489
"1275","06075",2020-07-03,7.228472,0.628583,17.332671,0.428306,0.221428571428571,57
"1276","06077",2020-07-03,6.720659,1.327146,5.476596,0.918824,0.377142857142857,176
"1278","06081",2020-07-03,6.129983,2.220269,3.55355,0.139355,0.205714285714286,65
"1280","06085",2020-07-03,4.023626,1.040176,4.140457,0.359638,0.207142857142857,99
"1289","06111",2020-07-03,4.336091,3.123002,10.604659,0.2538,0.26,0
"1293","06001",2020-07-02,5.556097,2.293935,8.182786,0.589732,0.244285714285714,228
"1298","06013",2020-07-02,4.730724,4.545868,8.589911,0.552071,0.27,78
"1300","06019",2020-07-02,8.421242,4.867163,12.555034,0.798321,0.551428571428571,337
"1303","06029",2020-07-02,6.405985,6.245639,9.058269,2.049044,0.888571428571428,171
"1306","06037",2020-07-02,8.240231,5.605667,9.730384,0.890982,0.462857142857143,2160
"1314","06059",2020-07-02,9.791585,5.478974,8.666505,1.303868,0.692857142857143,652
"1316","06065",2020-07-02,5.817781,4.223886,7.250983,0.747758,0.761428571428571,679
"1317","06067",2020-07-02,2.956346,0.701915,2.315505,0.436264,0.34,162
"1319","06071",2020-07-02,4.202955,5.831988,5.619691,0.816929,0.782857142857143,406
"1320","06073",2020-07-02,6.045607,1.242208,3.575346,0.476142,0.392857142857143,584
"1321","06075",2020-07-02,7.643445,0.578167,17.470718,0.367368,0.237142857142857,71
"1322","06077",2020-07-02,7.43805,1.751233,4.197923,0.869352,0.374285714285714,384
"1324","06081",2020-07-02,6.368896,2.744564,3.811213,0.14815,0.208571428571429,144
"1326","06085",2020-07-02,4.050465,1.208972,4.149575,0.322143,0.198571428571429,178
"1335","06111",2020-07-02,4.605846,2.376006,9.860215,0.263165,0.24,144
"1339","06001",2020-07-01,5.536352,1.657235,7.436756,0.39863,0.257142857142857,192
"1344","06013",2020-07-01,4.694934,4.066092,7.547046,0.621957,0.28,116
"1346","06019",2020-07-01,9.000633,4.74447,11.647772,0.772344,0.527142857142857,281
"1349","06029",2020-07-01,5.831341,6.009324,8.409484,1.953824,0.858571428571429,113
"1352","06037",2020-07-01,8.840916,5.202999,9.384528,0.847984,0.445714285714286,1978
"1360","06059",2020-07-01,11.072294,5.246885,8.467289,1.253105,0.682857142857143,570
"1362","06065",2020-07-01,6.405712,4.519685,7.184213,0.768667,0.76,745
"1363","06067",2020-07-01,2.909695,0.589382,2.178719,0.401808,0.328571428571429,174
"1365","06071",2020-07-01,4.504733,4.99124,5.356619,0.772386,0.774285714285714,196
"1366","06073",2020-07-01,6.309795,1.29886,3.31875,0.454558,0.392857142857143,474
"1367","06075",2020-07-01,7.974465,0.517244,16.806829,0.378113,0.24,45
"1368","06077",2020-07-01,8.091615,2.282347,3.734001,0.816196,0.351428571428571,58
"1370","06081",2020-07-01,6.799492,3.357261,5.11459,0.206082,0.198571428571429,0
"1372","06085",2020-07-01,4.09731,1.328865,4.410001,0.288323,0.204285714285714,202
"1381","06111",2020-07-01,4.213538,2.022142,9.216798,0.300289,0.221428571428571,356
"1385","06001",2020-06-30,5.953301,1.092492,7.632475,0.357896,0.254285714285714,202
"1390","06013",2020-06-30,5.092511,3.895022,7.728936,0.635324,0.272857142857143,161
"1392","06019",2020-06-30,9.236662,4.438864,11.595572,0.840361,0.487142857142857,197
"1395","06029",2020-06-30,6.388703,5.582727,7.695843,2.005165,0.85,107
"1398","06037",2020-06-30,9.508446,4.846618,8.76757,0.77668,0.44,2757
"1406","06059",2020-06-30,12.16743,5.492334,7.913608,1.162983,0.671428571428571,779
"1408","06065",2020-06-30,7.270224,4.664178,6.860083,0.796144,0.748571428571429,662
"1409","06067",2020-06-30,3.051333,0.462196,2.083819,0.342557,0.312857142857143,219
"1411","06071",2020-06-30,4.698569,4.052636,5.067854,0.723075,0.765714285714286,753
"1412","06073",2020-06-30,6.821398,1.36071,3.239479,0.443607,0.388571428571429,317
"1413","06075",2020-06-30,7.922076,0.435444,16.314424,0.341842,0.23,42
"1418","06085",2020-06-30,4.303291,1.406196,4.561807,0.280448,0.207142857142857,105
"1427","06111",2020-06-30,4.353862,1.680308,8.769424,0.318208,0.212857142857143,0
"1431","06001",2020-06-29,6.230093,0.935544,7.859794,0.394213,0.251428571428571,92
"1436","06013",2020-06-29,4.998001,3.774922,7.009907,0.596276,0.27,169
"1438","06019",2020-06-29,9.565008,3.674528,11.35355,0.779113,0.485714285714286,333
"1441","06029",2020-06-29,6.646255,5.490622,6.862678,1.791184,0.795714285714286,208
"1444","06037",2020-06-29,10.245699,4.716434,8.673747,0.740514,0.43,2878
"1452","06059",2020-06-29,13.268208,5.460209,7.977252,1.166115,0.65,456
"1454","06065",2020-06-29,7.548095,4.673258,6.767425,0.817084,0.734285714285714,991
"1455","06067",2020-06-29,3.019923,0.308056,1.965478,0.316015,0.294285714285714,338
"1457","06071",2020-06-29,4.944538,3.964625,5.162944,0.756903,0.725714285714286,296
"1458","06073",2020-06-29,7.092206,1.390881,3.170283,0.425178,0.372857142857143,498
"1459","06075",2020-06-29,7.813194,0.350805,16.632118,0.329207,0.21,49
"1464","06085",2020-06-29,4.038857,1.455236,4.771073,0.324583,0.208571428571429,103
"1473","06111",2020-06-29,3.35758,1.590771,8.241144,0.273896,0.222857142857143,404
"1477","06001",2020-06-28,3.79443,1.131642,7.681899,0.365312,0.244285714285714,177
"1482","06013",2020-06-28,3.656776,3.756726,6.59298,0.548052,0.282857142857143,114
"1484","06019",2020-06-28,8.157592,3.097699,11.144944,0.729256,0.462857142857143,4
"1487","06029",2020-06-28,6.109413,5.535637,6.715423,1.688795,0.767142857142857,0
"1490","06037",2020-06-28,7.522731,4.428818,8.322195,0.721646,0.424285714285714,2523
"1498","06059",2020-06-28,9.493775,5.381826,7.419512,1.058096,0.624285714285714,146
"1500","06065",2020-06-28,5.885043,4.101988,6.779386,0.795701,0.712857142857143,0
"1501","06067",2020-06-28,2.464165,0.181294,1.818552,0.272491,0.262857142857143,0
"1503","06071",2020-06-28,2.977086,4.168176,5.158227,0.721713,0.701428571428571,211
"1504","06073",2020-06-28,5.076364,1.543682,3.020969,0.381343,0.365714285714286,497
"1505","06075",2020-06-28,6.983158,0.246617,15.484234,0.293599,0.207142857142857,44
"1510","06085",2020-06-28,3.306407,1.514738,4.605442,0.263197,0.211428571428571,178
"1519","06111",2020-06-28,3.278019,1.569685,7.783246,0.241222,0.234285714285714,0
"1523","06001",2020-06-27,3.491746,1.384673,7.802952,0.299003,0.234285714285714,0
"1528","06013",2020-06-27,3.355721,3.747765,6.456906,0.48622,0.291428571428571,12
"1530","06019",2020-06-27,7.013324,2.768884,11.327943,0.741969,0.45,100
"1533","06029",2020-06-27,5.820794,5.388621,6.452982,1.632824,0.695714285714286,40
"1536","06037",2020-06-27,5.683457,3.875644,8.426803,0.743833,0.414285714285714,2139
"1544","06059",2020-06-27,6.326827,5.041417,7.03571,0.983186,0.592857142857143,502
"1546","06065",2020-06-27,3.702755,3.864573,6.488651,0.792948,0.67,0
"1547","06067",2020-06-27,2.028597,0.090149,1.753413,0.288457,0.234285714285714,0
"1549","06071",2020-06-27,2.617304,4.120447,5.026338,0.704077,0.672857142857143,0
"1550","06073",2020-06-27,3.546103,1.67566,2.845704,0.359581,0.354285714285714,436
"1551","06075",2020-06-27,6.459296,0.130229,14.819148,0.25898,0.181428571428571,68
"1556","06085",2020-06-27,2.88231,1.586393,4.595187,0.260337,0.207142857142857,0
"1565","06111",2020-06-27,3.152948,1.559036,7.7326,0.249762,0.204285714285714,0
"1569","06001",2020-06-26,3.485636,1.617359,7.309746,0.297157,0.22,111
"1576","06019",2020-06-26,5.72534,2.5376,10.582402,0.80841,0.377142857142857,321
"1579","06029",2020-06-26,6.087118,5.268476,6.398567,1.473718,0.654285714285714,118
"1582","06037",2020-06-26,5.626043,3.531703,8.279072,0.763883,0.392857142857143,1765
"1590","06059",2020-06-26,6.604233,5.085993,6.678965,0.971101,0.57,449
"1592","06065",2020-06-26,3.598262,3.653796,5.691754,0.810683,0.624285714285714,501
"1593","06067",2020-06-26,1.755643,0.091176,1.56658,0.255572,0.231428571428571,154
"1595","06071",2020-06-26,2.499221,4.143111,4.760898,0.661376,0.617142857142857,521
"1596","06073",2020-06-26,3.519039,1.717309,2.655934,0.321681,0.324285714285714,440
"1597","06075",2020-06-26,6.252343,0.123636,15.095809,0.279457,0.212857142857143,103
"1602","06085",2020-06-26,2.908775,1.606406,4.326928,0.257978,0.195714285714286,96
"1611","06111",2020-06-26,3.324957,1.810889,7.257203,0.201464,0.212857142857143,49
"1615","06001",2020-06-25,3.622802,1.965075,7.232202,0.268322,0.21,107
"1622","06019",2020-06-25,5.262376,2.289757,9.955294,0.746395,0.392857142857143,161
"1625","06029",2020-06-25,6.179916,5.126547,6.06623,1.455417,0.592857142857143,74
"1628","06037",2020-06-25,5.640601,3.311579,8.175128,0.767557,0.375714285714286,1977
"1636","06059",2020-06-25,7.144895,4.97983,6.348403,0.939045,0.53,495
"1638","06065",2020-06-25,3.516427,3.267558,4.820333,0.794315,0.602857142857143,237
"1639","06067",2020-06-25,1.320875,0.090915,1.396793,0.248425,0.214285714285714,72
"1641","06071",2020-06-25,2.508999,3.899557,4.338415,0.609511,0.572857142857143,362
"1642","06073",2020-06-25,3.376719,1.636396,2.477235,0.327851,0.304285714285714,335
"1643","06075",2020-06-25,6.401059,0.125703,14.309253,0.240734,0.195714285714286,48
"1648","06085",2020-06-25,2.837317,1.629299,4.461079,0.232332,0.187142857142857,56
"1656","06111",2020-06-25,3.306751,1.335741,6.651559,0.16618,0.21,27
"1660","06001",2020-06-24,4.034518,2.212144,6.4222591,0.2873816,0.182857142857143,135
"1667","06019",2020-06-24,4.753649,2.003572,7.4300903,1.2415251,0.374285714285714,220
"1670","06029",2020-06-24,6.347406,4.819068,9.2368637,0.7802504,0.535714285714286,59
"1673","06037",2020-06-24,5.86246,3.274184,8.5728495,0.7116346,0.36,1228
"1681","06059",2020-06-24,7.702076,4.912639,7.6121817,1.0818783,0.482857142857143,279
"1683","06065",2020-06-24,3.784487,3.154847,3.3958085,0.798514,0.54,474
"1684","06067",2020-06-24,1.292908,0.093555,1.3601811,0.1967403,0.182857142857143,66
"1686","06071",2020-06-24,2.66374,3.563057,3.9867684,1.0952342,0.532857142857143,397
"1687","06073",2020-06-24,3.355204,1.373029,3.1047909,0.4529031,0.287142857142857,530
"1688","06075",2020-06-24,6.243419,0.12999,17.125275,0.176697,0.201428571428571,30
"1693","06085",2020-06-24,2.819081,1.499661,5.2081236,0.5261234,0.182857142857143,105
"1702","06111",2020-06-24,2.6794,1.552077,5.5574373,0.3588217,0.224285714285714,99
"1706","06001",2020-06-22,4.410412,2.388112,6.0095202,0.3732244,0.172857142857143,202
"1713","06019",2020-06-22,4.278473,1.51187,5.9799859,1.0304527,0.348571428571429,240
"1716","06029",2020-06-22,4.926369,2.475668,8.2082518,0.7321135,0.477142857142857,75
"1718","06037",2020-06-22,6.833125,2.955909,7.5151257,0.6536963,0.318571428571429,2545
"1726","06059",2020-06-22,9.305415,3.439997,6.6186074,0.9299751,0.402857142857143,173
"1728","06065",2020-06-22,4.595845,3.392916,2.9947954,0.6306679,0.457142857142857,1022
"1729","06067",2020-06-22,1.305276,0.093089,1.2371312,0.1544272,0.135714285714286,267
"1731","06071",2020-06-22,2.879523,2.42459,2.9953983,0.725265,0.438571428571429,205
"1732","06073",2020-06-22,3.602902,0.818332,2.7539537,0.4383375,0.261428571428571,302
"1738","06085",2020-06-22,3.410211,1.176518,4.0338531,0.3900913,0.164285714285714,59
"1749","06001",2020-06-23,4.077427,2.381205,6.1169942,0.3053096,0.182857142857143,133
"1756","06019",2020-06-23,4.541857,1.802842,6.7128702,1.1652594,0.364285714285714,187
"1759","06029",2020-06-23,5.106691,2.962075,8.6682207,0.7194048,0.495714285714286,84
"1762","06037",2020-06-23,6.388191,3.181082,8.0975276,0.6738039,0.341428571428571,2320
"1770","06059",2020-06-23,8.360627,4.292074,7.1874189,1.0128924,0.44,142
"1772","06065",2020-06-23,4.243382,3.255877,3.2356901,0.7206207,0.501428571428571,631
"1773","06067",2020-06-23,1.378363,0.093611,1.2416503,0.174859,0.157142857142857,131
"1775","06071",2020-06-23,2.859637,2.842935,3.5161487,0.9233437,0.477142857142857,649
"1776","06073",2020-06-23,3.478704,1.078123,2.8396271,0.4444117,0.268571428571429,0
"1777","06075",2020-06-23,6.086435,0.135308,16.0544246,0.1772842,0.208571428571429,34
"1782","06085",2020-06-23,3.088694,1.337543,4.8176913,0.4907176,0.178571428571429,121
"1795","06001",2020-06-21,3.496093,2.383837,6.212915,0.4279566,0.165714285714286,0
"1802","06019",2020-06-21,3.734815,1.39702,5.8538672,1.001696,0.347142857142857,0
"1805","06029",2020-06-21,4.31571,1.719841,7.8454221,0.7638355,0.402857142857143,97
"1807","06037",2020-06-21,5.031059,3.111737,7.2876672,0.6686425,0.3,1761
"1815","06059",2020-06-21,7.192018,3.018543,6.6117482,0.9260252,0.362857142857143,434
"1817","06065",2020-06-21,3.852972,3.60951,2.8043395,0.5610172,0.43,0
"1818","06067",2020-06-21,1.196292,0.093057,1.2002597,0.1992892,0.144285714285714,0
"1820","06071",2020-06-21,1.777396,2.125384,2.7892135,0.6628352,0.398571428571429,197
"1821","06073",2020-06-21,2.730111,0.833703,2.7143524,0.4343687,0.254285714285714,310
"1827","06085",2020-06-21,2.631145,0.96087,4.0127786,0.4014175,0.161428571428571,89
"1838","06001",2020-06-17,4.216813,1.377729,5.3802502,0.2990298,0.172857142857143,52
"1843","06013",2020-06-17,2.480885,2.66257,3.2406913,0.2751159,0.132857142857143,45
"1851","06037",2020-06-17,5.133644,3.115729,6.0209459,0.5604317,0.271428571428571,2105
"1860","06059",2020-06-17,4.471398,2.397388,4.6382119,0.4973047,0.277142857142857,198
"1862","06065",2020-06-17,2.878164,4.11132,2.7823261,0.4132516,0.334285714285714,257
"1863","06067",2020-06-17,1.383307,0.098132,0.9876978,0.1535121,0.157142857142857,67
"1865","06071",2020-06-17,1.932312,1.07387,2.4774125,0.5458429,0.305714285714286,218
"1866","06073",2020-06-17,1.901907,0.58118,2.1852009,0.3146696,0.225714285714286,124
"1872","06085",2020-06-17,2.549735,0.16352,3.6760186,0.4844373,0.172857142857143,34
"1884","06001",2020-06-18,4.062238,1.67237,6.244243,0.4207537,0.171428571428571,105
"1889","06013",2020-06-18,2.370684,3.030214,3.5209034,0.2855995,0.148571428571429,40
"1891","06019",2020-06-18,3.625087,0.75483,5.2781567,0.8962814,0.227142857142857,158
"1897","06037",2020-06-18,4.753261,3.120415,6.3434151,0.6293601,0.28,1038
"1905","06059",2020-06-18,4.070662,2.600469,4.7527564,0.5061149,0.291428571428571,95
"1907","06065",2020-06-18,2.719646,4.077467,2.8852934,0.4596639,0.347142857142857,516
"1908","06067",2020-06-18,1.249575,0.097711,1.0542415,0.1799335,0.132857142857143,48
"1910","06071",2020-06-18,1.73657,1.240861,2.7650696,0.5701633,0.325714285714286,440
"1911","06073",2020-06-18,1.914642,0.796826,2.3279736,0.3382428,0.231428571428571,238
"1917","06085",2020-06-18,2.397849,0.254515,3.7817069,0.4578093,0.177142857142857,75
"1929","06001",2020-06-19,3.63054,1.942369,6.1571691,0.389613,0.178571428571429,64
"1934","06013",2020-06-19,2.18843,3.191781,3.5037288,0.2766515,0.155714285714286,37
"1936","06019",2020-06-19,3.400834,1.074259,6.0447508,1.0178157,0.287142857142857,129
"1942","06037",2020-06-19,4.432606,3.219876,6.7464802,0.6624321,0.292857142857143,1382
"1950","06059",2020-06-19,3.649139,2.735352,5.1921101,0.6113308,0.314285714285714,284
"1952","06065",2020-06-19,3.021411,3.962001,2.9563382,0.5286532,0.381428571428572,311
"1953","06067",2020-06-19,1.276356,0.095698,1.1170841,0.1881559,0.125714285714286,36
"1955","06071",2020-06-19,1.728705,1.489136,2.8389891,0.6162826,0.347142857142857,260
"1956","06073",2020-06-19,1.878308,0.880733,2.5898948,0.3501991,0.24,258
"1962","06085",2020-06-19,2.483455,0.37676,3.8434559,0.3970039,0.168571428571429,35
"1974","06001",2020-06-20,3.501503,2.243972,5.6909249,0.4010325,0.177142857142857,103
"1981","06019",2020-06-20,3.333759,1.257248,6.0876267,1.0412804,0.287142857142857,58
"1984","06029",2020-06-20,3.918453,1.647943,7.1512187,0.6396794,0.385714285714286,87
"1987","06037",2020-06-20,4.288069,3.134409,6.6546099,0.6207884,0.305714285714286,2027
"1995","06059",2020-06-20,3.56843,2.823008,5.967227,0.7264035,0.357142857142857,412
"1997","06065",2020-06-20,2.885558,3.881989,3.0218907,0.553062,0.408571428571429,0
"1998","06067",2020-06-20,1.183323,0.096494,1.1075076,0.2143517,0.138571428571429,0
"2000","06071",2020-06-20,1.688122,1.828265,3.0100858,0.6481486,0.371428571428571,245
"2001","06073",2020-06-20,2.05177,0.942567,2.7340111,0.3980219,0.248571428571429,134
"2007","06085",2020-06-20,2.294529,0.665293,3.6794956,0.3593432,0.164285714285714,60
"2019","06001",2020-06-15,4.433475,0.847577,5.130167,0.2985808,0.158571428571429,53
"2031","06037",2020-06-15,6.25073,3.247935,5.6203568,0.5264033,0.254285714285714,773
"2039","06059",2020-06-15,5.604836,2.036726,4.0162867,0.4670164,0.251428571428571,186
"2041","06065",2020-06-15,3.244087,4.486401,2.5883156,0.3392437,0.3,177
"2042","06067",2020-06-15,1.532539,0.098252,0.769852,0.118384,0.161428571428571,41
"2044","06071",2020-06-15,1.988721,1.335061,2.2597424,0.4420084,0.29,156
"2045","06073",2020-06-15,1.951506,0.37453,1.7411277,0.3033091,0.205714285714286,170
"2046","06075",2020-06-15,4.656467,2.182604,14.263073,0.0689133,0.158571428571429,24
"2051","06085",2020-06-15,3.06551,0.095278,3.0872844,0.3877568,0.174285714285714,33
"2063","06001",2020-06-16,4.381182,1.102795,5.1583711,0.2938236,0.162857142857143,108
"2068","06013",2020-06-16,2.456362,2.246097,2.954304,0.2616292,0.112857142857143,43
"2076","06037",2020-06-16,5.60066,3.606506,5.8134666,0.5595666,0.258571428571429,1293
"2084","06059",2020-06-16,5.12601,2.153311,4.4457938,0.4788791,0.258571428571429,240
"2086","06065",2020-06-16,3.020634,4.405475,2.6780619,0.3685398,0.311428571428571,409
"2087","06067",2020-06-16,1.382753,0.097208,0.8708334,0.1268691,0.164285714285714,31
"2089","06071",2020-06-16,1.960284,1.153947,2.3203921,0.5044561,0.294285714285714,281
"2090","06073",2020-06-16,1.768192,0.480962,2.0155903,0.3010373,0.215714285714286,120
"2096","06085",2020-06-16,2.958403,0.096074,3.6237109,0.515254,0.165714285714286,24
"2108","06001",2020-06-14,2.339742,0.730906,5.3393597,0.3789297,0.15,50
"2120","06037",2020-06-14,4.838777,3.096353,5.6552632,0.5774437,0.248571428571429,995
"2128","06059",2020-06-14,4.23617,1.854801,4.0290832,0.4990767,0.237142857142857,304
"2130","06065",2020-06-14,2.220109,4.435451,2.4635741,0.3451575,0.284285714285714,382
"2131","06067",2020-06-14,1.401288,0.098682,0.7747479,0.1344652,0.144285714285714,37
"2133","06071",2020-06-14,1.185041,1.597214,2.2294506,0.4109648,0.267142857142857,198
"2134","06073",2020-06-14,1.728816,0.426718,1.7516573,0.3054727,0.19,126
"2135","06075",2020-06-14,4.522972,2.787059,14.9428533,0.1703344,0.148571428571429,22
"2140","06085",2020-06-14,2.393594,0.090461,3.0698672,0.4267142,0.174285714285714,40
"2152","06001",2020-06-11,2.314024,0.879963,4.7137709,0.2254877,0.135714285714286,86
