"","geo_value","time_value","visits","admits","chngVisits","covidChngVisits","gsymptoms","cases"
"177","06107",2020-07-28,13.153359,2.78638280990948,7.394965,1.518845,0.331134935809888,328
"178","06111",2020-07-28,4.743372,4.853377,6.140626,0.231078,0.275714285714286,63
"179","06113",2020-07-28,5.06024,2.78638280990948,3.571667,0.523588,0.331134935809888,22
"180","06000",2020-07-27,1.773208,5.711758,24.930737,0.243442,0.331134935809888,0
"181","06001",2020-07-27,7.258002,1.488716,9.043954,1.118562,0.288571428571429,68
"182","06005",2020-07-27,0.123661,2.78638280990948,2.917254,0.78472,0.331134935809888,3
"183","06007",2020-07-27,4.160243,2.78638280990948,2.708307,0.074753,0.331134935809888,62
"184","06009",2020-07-27,5.517386,2.78638280990948,5.726608,1.290454,0.331134935809888,3
"185","06011",2020-07-27,5.671787,2.78638280990948,25.896863,0.370731,0.331134935809888,10
"186","06013",2020-07-27,6.244086,5.620401,9.387994,0.880112,0.345714285714286,140
"187","06017",2020-07-27,1.14763,2.78638280990948,1.742582,0.172006,0.331134935809888,42
"188","06019",2020-07-27,9.138434,6.22889,10.282651,0.988392,0.662857142857143,645
"189","06023",2020-07-27,0.604136,2.78638280990948,0.85709,0.133243,0.331134935809888,12
"190","06025",2020-07-27,6.749851,2.78638280990948,11.81832,1.160387,0.331134935809888,95
"191","06029",2020-07-27,7.120835,10.555003,8.754437,1.525587,0.784285714285714,442
"192","06031",2020-07-27,10.198475,2.78638280990948,9.130802,0.504662,0.331134935809888,0
"193","06037",2020-07-27,12.340947,6.757033,7.615196,0.608631,0.372857142857143,2033
"194","06039",2020-07-27,3.620189,2.78638280990948,9.125522,2.67399,0.331134935809888,93
"195","06041",2020-07-27,8.233726,1.635337,7.081675,0.193184,0.331134935809888,0
"196","06045",2020-07-27,1.088797,2.78638280990948,1.227381,0.218453,0.331134935809888,0
"197","06047",2020-07-27,19.529831,2.78638280990948,10.280975,1.070171,0.331134935809888,265
"198","06053",2020-07-27,8.995252,16.565665,10.344886,2.762817,0.331134935809888,217
"199","06055",2020-07-27,2.652967,2.78638280990948,4.527943,0.284783,0.331134935809888,29
"200","06057",2020-07-27,0.440196,2.78638280990948,1.261829,0.208721,0.331134935809888,18
"201","06059",2020-07-27,11.418066,6.602382,5.589967,0.741651,0.351428571428571,273
"202","06061",2020-07-27,3.12661,9.804017,2.445704,0.403433,0.331134935809888,37
"203","06065",2020-07-27,6.245012,10.198482,4.771583,0.661546,0.531428571428571,1720
"204","06067",2020-07-27,3.71665,6.506696,3.823343,0.502597,0.497142857142857,115
"205","06069",2020-07-27,8.097842,2.78638280990948,14.815323,0.238893,0.331134935809888,17
"206","06071",2020-07-27,4.995941,6.936359,4.89784,0.814996,0.522857142857143,1139
"207","06073",2020-07-27,5.682584,3.621303,2.473595,0.362572,0.34,523
"208","06075",2020-07-27,8.392603,3.12227,20.254771,0.292916,0.238571428571429,90
"209","06077",2020-07-27,7.351553,4.589562,7.413016,1.212372,0.354285714285714,549
